name,type,address,phoneNumber
다돌봄방문요양센터,visit_care,"경기도 안양시 만안구 장내로 164, 202호 (안양동)",031-448-7111
경기북부방문간호센터,visit_care,"경기도 양주시 고읍남로39번길 81, 5층 502호",070-4514-4127
"효한마음방문요양,방문간호센터",visit_care,경기도 양주시 양주산성로164번길 29-17 (남방동),031-875-0075
고운 간호요양센터,visit_care,"경기도 양주시 평화로 1395, 202호 (덕계동, 나라빌딩 별관)",031-928-6697
홈닥터방문간호센터,visit_care,"경기도 영통구 광교중앙로 232, 301호 (하동, 드림타워4)",070-4801-6679
광교 임의원 부설방문간호센터,visit_care,"경기도 영통구 광교중앙로248번길 7-2, B동 202호 (하동)",031-546-3554
라온노인복지센터,visit_care,경기도 영통구 동탄원천로1115번길 6 (원천동),031-246-5002
가연 노인복지센터,visit_care,"경기도 영통구 매여울로 18, 1층 (매탄동)",031-306-6691
헬레나의원 부설재가복지센터,visit_care,"경기도 영통구 영통로 103, 201호 (망포동, 뉴엘지프라자)",031-204-5947
예반주간보호센터,visit_care,"경기도 오산시 세마역로41번길 27, 2층",031-375-8011
(A+)단비재가간호요양센터,visit_care,"경기도 용인시 수지구 성복2로76번길 26-3 (성복동, 드림타워 307-1)",031-265-2912
㈜아주편한재가복지센터,visit_care,"경기도 장안구 경수대로 862 (조원동, 창경빌딩 201호)",031-247-7575
아산방문재활간호재가요양센터,visit_care,"경기도 장안구 장안로217번길 14, 301호 (정자동)",031-522-5566
시민방문간호센터,visit_care,"경기도 파주시 중앙로 286, 1층 (아동동)",031-935-6081
마음가득행복센터,visit_care,"경기도 파주시 탄현면 소금쟁이길 62, 1층",031-939-2395
백세통합재가센터,visit_care,"경기도 팔달구 경수대로 459, 301호 (인계동)",031-223-0703
테레사간호통합방문센터,visit_care,"경기도 팔달구 권광로 146, 5층 2호 (인계동)",031-308-7424
따뜻한동행방문간호통합센터,visit_care,경기도 평택시 동부공원로 24-1,031-654-2386
안중참사랑노인복지센터,visit_care,경기도 평택시 안중읍 현화중앙길1 세연빌딩302호,031-681-7735
미래재가노인복지센터,visit_care,경기도 평택시 지장로 3 (서정동),031-666-0011
널스홈케어간호요양센터,visit_care,"경기도 하남시 감일순환로 95-1 ,205호",02-451-4528
우리가족방문간호센터,visit_care,"경기도 화성시 남양읍 남양시장로42번길 7-3, 1층 103호",031-355-2507
즐거운 재가간호요양센터,visit_care,경기도 화성시 동탄대로 4길 47 AJ프라자 4층 417호,031-377-3259
더편한방문간호요양센터,visit_care,경기도 화성시 메타폴리스로38 203-1호 천년프라자,031-613-9670
길재가노인복지센터,visit_care,경기도 화성시 병점중앙로170번길12 한성빌201호,031-8067-5161
가람효행타운 부설가람방문간호노인복지센터,visit_care,경기도 화성시 팔탄면 건달산로 219-18,031-354-4075
엔자힘요양센터,visit_care,"경기도 화성시 향남읍 삼천병마로 173-3,3층 301-303호",031-352-7364
큰숲복지센타,visit_care,"경기도 화성시 향남읍 상실하길로 298번길 7-11, 7층704호",031-354-9055
행복이 가득한주야간보호센터,visit_care,경기도 화성시봉담읍 삼쳔병마로1340부안빌딩4층,031-297-2977
실버간호주간보호센터,visit_care,경상남도 거창군 거창읍 샛단길 21-14,055-945-5000
행복나눔재가복지센터,visit_care,경상남도 김해시 장유로180 투투스빌딩1관 205호,055-312-9983
스마일방문간호센터,visit_care,"경상남도 김해시 활천로 32, 호성상가 아파트 205호",0504-091-1801
밀양제일재가방문간호센터,visit_care,경상남도 밀양시 밀양대로 2233 (교동),055-353-2398
이룸재가통합요양센터,visit_care,"경상남도 양산시 북정로 104 (북정동, 양산동원타운 상가6동 203호)",055-366-6294
카네이션재가방문간호센터,visit_care,경상남도 양산시 북정로 98대동2차아파트상가302호,055-383-3008
주남효성의집,visit_care,경상남도 양산시 주남로 39,055-362-7789
서진재가노인복지센터,visit_care,"경상남도 진주시 진주대로929번길 9, 1층 (강남동)",055-753-0307
가엘재가노인복지센터,visit_care,경상남도 진주시 촉석로11번길 11-1 (이현동),055-747-6963
다솔방문간호요양재가센터,visit_care,경상남도 창원시 마산 회원구 내서 호계본동 5 우리플라자 203-3,055-606-2690
희연재가커뮤니티케어센터,visit_care,"경상남도 창원시 성산구 원이대로 393번길 25, 4008호 (반지동,케이프타운)",055-270-2188
행복한재가방문요양센터,visit_care,경상남도 창원시 의창구 의창대로 875번길 1층,055-285-6394
팔용어르신주간보호센터,visit_care,경상남도 창원시 의창구 팔용로 438 3층 308호 309호,055-255-1212
거통노인간호재가센터,visit_care,경상남도 통영시 봉수로 59 2층,055-641-2845
간호드림재가방문센터,visit_care,경상남도 하동군 적량면 한옥정길 89,055-884-7779
합천군재가방문간호센터,visit_care,경상남도 합천군 율곡면 와리길 5-10,055-930-4356
구미간호사의집재가노인복지시설,visit_care,경상북도 구미시 고아읍 들성로15길 22-11,054-452-6571
김천효캐슬요양원병설 재가센터,visit_care,경상북도 김천시 남산공원3길 19,054-435-6928
문경방문간호복지센터,visit_care,경상북도 문경시 중앙로 70-1,054-925-9886
천사방문간호센터,visit_care,경상북도 상주시 상산새싹길 49,070-8980-1004
무궁화재가노인복지센터,visit_care,경상북도 안동시 태사2길 42,054-841-6417
효재가노인복지센터,visit_care,"경상북도 영주시 중앙로 42-1, 2층",054-638-1911
다원방문간호센터,visit_care,"경상북도 포항시 남구 오천읍 해병로301번길 7, 403호",070-7623-7054
스마일 방문간호요양재가센터,visit_care,"광주광역시 광산구 광산로67번길 21, 밝은미래 1층 (송정동)",062-942-7710
ACE가정간호센터,visit_care,"광주광역시 광산구 비아로 24번길 52, 2층 201호 (비아동)",062-710-0617
올케어 방문간호재가노인복지센터,visit_care,"광주광역시 광산구 사암로340번안길 6, 301호 (월곡동)",062-462-0620
천사재활노인복지센터,visit_care,"광주광역시 광산구 앰코로 21, 대라수1차아파트 상가 301호 (쌍암동)",062-974-9112
새희망간호요양센터,visit_care,"광주광역시 광산구 첨단중앙로181번길 42-5, 상가동 201호 (월계동, 첨단금호타운)",062-972-8252
효사랑주월의집노인복지센터,visit_care,광주광역시 남구 금화로376번길 23 (주월동),062-351-8700
우리동네노인복지센터,visit_care,"광주광역시 남구 월산로151번길 2, 4층 (월산동, 동연빌딩)",062-710-1044
라온방문간호노인재가복지센터,visit_care,"광주광역시 남구 회재로1186번길 44, 103호 (주월동)",-
해피홈주간보호센터,visit_care,"광주광역시 북구 동배마을길27번길 23, 3층 302,303호 (동림동)",062-512-9995
김경숙통합복지센터,visit_care,광주광역시 북구 서방로31번길 26 (중흥동),062-268-0405
사랑노인재가복지센터,visit_care,"광주광역시 북구 양산택지로79번길 15, 상가동 2층 202호 (양산동, 일신아파트)",062-574-3999
봄날애노인복지센터,visit_care,"광주광역시 서구 내방로 398번길 5, 3층",062-385-9097
(A)비지팅엔젤스광주서구방문요양지점,visit_care,"광주광역시 서구 화정로 284-1, 2층",062-351-7095
가가호호재가복지센터,visit_care,대구광역시 남구 두류공원로 12길 15-23,053-285-3557
상윤재가노인복지센터,visit_care,"대구광역시 달서구 상인로5길 15-3, 1층",053-214-0901
바른재가노인복지센터,visit_care,"대구광역시 달서구 송현로7안길 23-21, 1층 (송현동)",053-636-7737
손주간호사처럼 공경받는재가노인복지센터,visit_care,"대구광역시 동구 신성로 60, 2층 (신암동)",053-955-1190
안심방문간호복지센터,visit_care,"대구광역시 동구 안심로41길 50, 1층 (동호동)",053-960-1004
대구미림재가방문요양간호센터,visit_care,대구광역시 서구 북비산로71길9,053-566-7540
그린노인재가센터,visit_care,대전광역시 대덕구 아리랑로 211. 복합상가 112호,042 627 5525
대전간호요양센터,visit_care,"대전광역시 서구 관저중로95번길 42, 101호 (관저동)",042-545-8733
더푸른간호요양센터,visit_care,"대전광역시 서구 둔산대로117번길 44, 704호 (만년동, 엑스포오피스텔)",042-476-2202
더편한실버센터,visit_care,"대전광역시 서구 둔산대로117번길 66, 516호 (만년동)",042-487-8255
유앤아이주간보호센터,visit_care,대전광역시 서구 복수동로 104-7 (복수동),042-581-6300
가온누리방문간호센터,visit_care,"대전광역시 서구 제비네10길 22, 101호 (도마동, 로즈하우스)",042-535-7732
착한마음노인복지센터,visit_care,대전광역시 유성구 노은동로73 일삼빌딩 304호,042-823-1252
365케어재가방문센터,visit_care,대전광역시 유성구 대학로 28 홍인오피스텔 510호,042-822-3653
열린간호요양센터,visit_care,대전광역시 유성구 대학로28 홍인오피스텔1206호,042-721-9110
내곁愛효플러스방문간호요양센터,visit_care,"대전광역시 유성구 은구비로36, 2층203-A호 (지족동, 월드코아종합상가)",042-822-3457
아리아케어 재가방문요양문화용두센터,visit_care,대전광역시 중구 중앙로13번길 52 4층 (용두동),042-226-8269
머쉬온통합재가복지센터,visit_care,부산광역시 기장군 정관읍 구연2로 36,051-727-7985
소풍노인복지센터,visit_care,"부산광역시 기장군 해맞이로 366, 2층",051-727-0754
달명방문재활간호재가요양센터,visit_care,"부산광역시 남구 동명로132번길 90, 2층 (용호동)",0507-1353-9567
부산요양보호사협동조합통합재가노인복지센터,visit_care,"부산광역시 남구 수영로 312, 1908호 (대연동, 21센츄리시티)",051-610-0636
간호고수련방문간호재가센터,visit_care,"부산광역시 남구 자성로 152, 1310호 (문현동, 한일오피스텔)",051-924-6900
다함께통합재가복지센터,visit_care,"부산광역시 동래구 명륜로94번길 16, 303호 (수안동)",051-715-7572
서원종합재가방문센터,visit_care,부산광역시 동래구 명장로 121 2층 (명장동),051-524-0425
다나방문간호센터,visit_care,부산광역시 동래구 명장로 60-6 1층 (명장동),051-523-2789
간호돌봄재가복지센터,visit_care,부산광역시 동래구 아시아드대로 171번긴 26 (사직동),051-710-5776
편안한실버케어재가센터,visit_care,"부산광역시 부산진구 가야대로418,3층",051-896-2118
푸른누리재가복지센터,visit_care,"부산광역시 부산진구 새싹로41, 선경빌딩 3층 (부전동)",051-818-9245
나눔누리통합재가노인복지센터,visit_care,"부산광역시 북구 금곡대로 616번길 142, 3층",051-710-7581
한가족재가복지센터,visit_care,"부산광역시 수영구 수영로 532, 6층 (광안동)",051-761-2264
간호샘재가센터,visit_care,부산광역시 수영구 연수로 392번길 24 1층,070-7585-3723
(주)양지복지센터,visit_care,부산광역시 해운대구 송정중앙로 19 코스마아파트 201호,051-702-6655
청춘통합노인복지센터,visit_care,"부산광역시 해운대구 신반송로 29, 상가동 208호",051-543-2600
㈜스마트빅 방문간호통합재가센터,visit_care,부산광역시 해운대구 재송1로 47 302호,070-8655-9030
슬기재활재가간호센터,visit_care,서울특별시 강북구 도봉로96가길 24-6 203호 (번동),02-6449-9355
유케어강북센터,visit_care,서울특별시 강북구 한천로 981 2층 (번동),070-4827-2995
토탈방문간호재가노인복지센터,visit_care,서울특별시 강서구 공항대로 242 (열린M타워) 722호,070-8672-1751
국민재가복지센터,visit_care,"서울특별시 강서구 공항대로41길 43, 203호 (새한프라자)",02-3663-9119
아름다운은빛재가노인복지센터,visit_care,"서울특별시 강서구 양천로26길 18, 2층 (방화동)",02-6735-1122
정다운재가복지센터,visit_care,"서울특별시 관악구 신림로 210, 2층",02-088-0419
고운마음재가요양센터,visit_care,서울특별시 깅북구 도봉로24길8 201호 (미아동),02-946-1008
가온데이케어,visit_care,"서울특별시 노원구 상계로9길23, 5층",02-934-7002
평안방문복지센터,visit_care,서울특별시 노원구 한글비석로444 교림노원프라자102호 (상계동),02-939-4160
집으로 가는방문간호요양센터,visit_care,"서울특별시 도봉구 마들로384-9, B09호 (도봉동)",02-954-6001
더드림방문간호요양센터,visit_care,서울특별시 도봉구노해로 233.1층,02-905-8191
글로리아재가복지센터,visit_care,서울특별시 동대문구 망우로 81 4층,02-6014-0325
(주)온가치 수요양보호사교육원 재가노인복지센터,visit_care,"서울특별시 동대문구 전농로 22, 202호 (답십리동)",02-3394-6620
서초 방문간호재가요양센터,visit_care,서울특별시 서초구 동산로68. 창성빌딩401호,070-4312-2002
노블레스재가복지센터,visit_care,"서울특별시 서초구 서초중앙로20길 34-5, 302호",02-583-8898
송파메디재가복지센터,visit_care,"서울특별시 송파구 문정로 195, 107호 (오금동, 삼성아파트상가)",02-443-8880
새빛요양간호재가복지센터,visit_care,"서울특별시 송파구 송이로 36길 35,1층 (문정동)",02-431-9989
홈앤널스방문간호센터,visit_care,"서울특별시 송파구 송파대로36가길 23, 2층 201호 (송파동)",02-6952-2447
'(A)비지팅엔젤스송파오금방문요양지점,visit_care,"서울특별시 송파구 양산로 12, 404호 (거여동)",02-430-8006
연세노블재가복지센터,visit_care,"서울특별시 은평구 서오릉로 37, 지하1층 (녹번동, 연세노블병원)",02-384-0009
종로재가복지센터,visit_care,"서울특별시 종로구 사직로105호,205호 (내자동)",02-723-9911
㈜가가호호재가주간복지센터,visit_care,서울특별시 중랑구 겸재로54길 99 (면목동),02-433-8765
"""(A+)""누리 봄방문간호요양센터",visit_care,서울특별시 중랑구 면목로 401 (면목동),02-493-7628
"""A+""서울노인복지센터",visit_care,"서울특별시 중랑구 신내로16길 33, 106호 (신내동, 신내동 의료안심주택)",02-3423-0095
A+복음재가복지센터,visit_care,"울산광역시 북구 제내1길6, 1층 (신천동)",052-294-7572
A+마르페 실버케어,visit_care,"울산광역시 북구 진장14길 16, 202호 (명촌동)",052-222-1945
행복한재가노인지원서비스센터,visit_care,울산광역시 울주군 읍성로 91-1,052-263-5335
윤씨재가복지센터,visit_care,"울산광역시 중구 지예길 59, 202호",052-212-2629
효성재가복지센터,visit_care,"인천광역시 남동구 경인로 554, 308호",032-719-4098
은빛사랑재활주간보호센터,visit_care,"인천광역시 남동구 구월남로 126, 3층 (구월동, 동우메트로피아)",032-424-2588
'(A)비지팅엔젤스인천남동논현방문요양지점,visit_care,"인천광역시 남동구 남동대로 728,5층 502호 (구월동)",032-462-1005
A+연세간호요양센터,visit_care,"인천광역시 남동구 남동대로 895, 3층 1호 (간석동)",032-423-3369
정다운하루방문간호센터,visit_care,"인천광역시 남동구 앵고개로934번길 5, 304-1호 (논현동, 시티짱)",032-433-1918
엘림방문간호,visit_care,"인천광역시 남동구 예술로 226번길 18,205호",032-204-6886
(논현천사요양원부설)천사방문간호센터,visit_care,"인천광역시 남동구 청능대로 583, 11층",032-434-2000
조은재가복지센터,visit_care,"인천광역시 미추홀구 경원대로821번길 58, 1층 (주안동)",032-439-7103
인천통합복지사회적협동조합,visit_care,"인천광역시 미추홀구 승학길 87-50, 2층 (주안동)",032-864-1006
예사랑재가노인복지센터,visit_care,"인천광역시 미추홀구 인하로298번길 29, 진흥아파트 상가동 206호 (주안동)",032-433-7934
사회서비스원인복드림종합재가센터 부평센터,visit_care,"인천광역시 부평구 마장로410번길 6, 3층",032-721-7193
인천참사랑병원 부설햇살데이케어센터,visit_care,인천광역시 서구 원창로240번길 6,032-582-9111
이아소방문간호센터,visit_care,"인천광역시 서구 청라한내로72번길 7-25, 901호 (청라동)",032-566-6368
요기요양재가노인복지센터,visit_care,"인천광역시 연수구 학나래로118번길 45, 501호 (선학동, 세진빌딩)",032-719-8899
자유데이케어통합센터,visit_care,"인천광역시 중구 우현로83번길 6 , 5층 (인현동)",032-762-2341
곡성로뎀노인복지센터,visit_care,전라남도 곡성군 입면 입면로 682,061-363-0691
우리동네방문간호센터,visit_care,전라남도 광양시 중동로 75-11,061-913-0188
더나은방문간호센터,visit_care,전라남도 구례군 용방면 선월길 102-9,061-781-6459
국화통합재가센터,visit_care,"전라남도 목포시 송림로 85, 상가 102호 (용해동)",061-278-2589
우리동네재가방문간호센터,visit_care,"전라남도 보성군 신흥길 28-1, 101호",061-853-9722
코끼리방문간호센터,visit_care,전라남도 순천시 승주읍 평지길 5 (평중리),061-754-6013
고창방문간호센터,visit_care,전라북도 고창군 고창읍 온수동길 2-30,063-563-2486
사랑드림방문간호센터,visit_care,전라북도 고창군 고창읍 월암수월길6,063-563-0181
탑재가노인복지센터,visit_care,전라북도 군산시 검다메1길 37,063-471-4779
군산데이케어재활재가노인복지센터,visit_care,전라북도 군산시 나운로 4,063-462-9900
군산최영희재가노인복지센터,visit_care,전라북도 군산시 대학로 160-1,063-467-7004
우리함께재가노인복지센터,visit_care,"전라북도 군산시 상나운1길 23, 103호",063-912-9972
행복방문간호센터,visit_care,전라북도 남원시 동헌길 45,063-625-7208
아름다운쉼터재가복지센터,visit_care,전라북도 부안읍 석정로 171 4층,063-583-8133
나래복지센터,visit_care,"전라북도 부안읍 석정로 280-6, 4층 402호",063-583-9645
돌봄재가복지센터,visit_care,전라북도 완산구 서곡로 13 대림아파트 상가 2층,063-272-0539
으뜸방문간호센터,visit_care,전라북도 완주군 삼례읍 전후와길 36-1,063 262 2485
효앤누리재가복지센터,visit_care,전라북도 익산시 금마면 도천길 6,063-853-1234
삼성실버타운,visit_care,전라북도 익산시 선화로 836-16 (부송동),063-835-0475
정읍방문간호센터,visit_care,전라북도 정읍시 연지6길 11,063-534-8074
건강드림방문간호센터,visit_care,전라북도 정읍시 우암로 44 (수성동),070-8648-3534
행운노인복지센터,visit_care,전라북도 정읍시 충정로 10,063-532-4572
진안군의료원방문간호센터,visit_care,전라북도 진안군 진안읍 진무로 1145 진안군의료원,063-430-7111
은혜재가방문요양센터,visit_care,"제주특별자치도 서귀포시 효돈순환로 270-1, 2동 508호",070-4634-4668
대한노인복지센터,visit_care,제주특별자치도 제주시 연북로 565 1층,064-724-8100
한울재가복지센터,visit_care,"제주특별자치도 제주시 연삼로 34, 202호 (연동)",064-712-0608
올레재가복지센터,visit_care,"제주특별자치도 제주시 용담로 120, 지하1층 (용담일동)",064-702-8421
제주두성통합재가센터,visit_care,"제주특별자치도 제주시 전농로44, 2층 (삼도일동)",064-901-4077
우리동네 나이팅게일재가복지센터,visit_care,"충청남도 아산시 온천대로 1526, 201호",0504-483-9668
선한사랑 돌봄센터(GOODLOVE CARE CENTER),visit_care,"충청남도 아산시 중앙로 55, 5층 501호",041-533-3667
나눔케어,visit_care,충청남도 아산시 청운로84버길 15 올리브힐 상가2층,041-544-4328
예산재가복지센터,visit_care,"충청남도 예산군 예산읍 아리랑로 216, 202호",041-332-4493
미건방문간호센터,visit_care,충청남도 예산군 예산읍 주교로 8,041-331-0881
천안재가복지센터,visit_care,"충청남도 천안시 동남구 영성로 30, 2층 (영성동)",041-571-2800
힐링재가센터,visit_care,충청남도 홍성군 광천읍 홍남로 650-1,041-641-6465
해인노인복지센터,visit_care,충청남도 홍성군 홍성읍 도청대로 155-26,041-634-1001
수가성재가노인복지센터,visit_care,충청북도 영동군 영동읍 오정1길 16,043-745-3196
서로사랑재가노인장기요양복지센터,visit_care,"충청북도 영동군 황간면 하옥포3길 16, B동 302호 (황간면 마산리 42-20 공동주택)",043-742-4557
