name,type,address,phoneNumber
강릉누나재가복지센터,visit_recuperation,강원도 강릉시 옥천로 17-1 (옥천동),033-647-7415
금강재가복지센터,visit_recuperation,"강원도 강릉시 옥천로48, 101호 (옥천동)",033-642-7869
강남노인복지센터,visit_recuperation,"강원도 강릉시 용지각길 20 3층층 (포남동, 성지빌딩)",033-643-5689
은혜재가복지센터,visit_recuperation,강원도 강릉시 월대산로 15 (입암동),033-652-3200
사랑뜰재가방문요양센터,visit_recuperation,강원도 강릉시 율곡로 2953 (교동),033-646-3476
박정자재가복지센터,visit_recuperation,강원도 강릉시 임영로155번길6 서부시장2층17호,033-642-9491
들국화재가복지센터2,visit_recuperation,강원도 강릉시 임영로58 (노암동),033-647-1560
강릉365주간보호센터,visit_recuperation,강원도 강릉시 주문진읍 교항안길 23,033-661-3650
은평재가노인복지센터,visit_recuperation,강원도 강릉시 주문진읍 금용길 113-45 (주문진읍) 주간보호,033-661-2788
교항리 노인복지센터,visit_recuperation,강원도 강릉시 주문진읍 금용길 132 (주문진읍),033-662-3033
주문진등대재가복지센터,visit_recuperation,"강원도 강릉시 주문진읍 등대길2, 1층",033-662-3135
유경노인복지센터,visit_recuperation,강원도 강릉시 주문진읍 신리천로 222-16 (주문진읍),033-662-0881
동행재가복지센터,visit_recuperation,강원도 강릉시 주문진읍 신리천로 87,033-662-7003
주문진재가장기요양기관,visit_recuperation,강원도 강릉시 주문진읍 주문로 97 (주문진읍),033-662-0998
한빛재가복지센터,visit_recuperation,강원도 강릉시 주문진읍 항구2길 11,033-662-2692
솔향복지센터,visit_recuperation,강원도 강릉시 팔송길 15 (송정동),033-651-8998
나눔재가장기요양기관,visit_recuperation,"강원도 강릉시 포남동 하평5길 9, 1층",033-641-5001
주영노인복지센터,visit_recuperation,강원도 강릉시 하평2길 6 2층203호 (포남동),033-653-5440
강릉재가복지센터,visit_recuperation,"강원도 강릉시 하평3길38, 1층 (포남동)",033-652-4692
영성재가복지센터,visit_recuperation,강원도 강릉시 화부산로 139 (교동),033-653-0898
두리노인복지센터,visit_recuperation,강원도 강릉시 회산로383번길 7 2층 (회산동),033-647-5333
홍천재가복지센터,visit_recuperation,"강원도 강원고 홍천군 홍천읍 닭바위2길 41, 2층",033-433-5559
성광노인재가복지센터,visit_recuperation,강원도 고성군 거진읍 거탄진로 165-2,033-682-5175
소망재가노인복지센터,visit_recuperation,강원도 고성군 거진읍 거탄진로 82,033-682-0635
고성노인복지센터,visit_recuperation,강원도 고성군 거진읍 수외길 9-1 (거진읍),033-681-8830
고성노인복지센터,visit_recuperation,강원도 고성군 거진읍 수외길 9-1 (거진읍),033-681-8830
새암재가노인센터,visit_recuperation,강원도 고성군 죽왕면 동해대로 6495-11,033-632-2121
까리따스노인복지센터,visit_recuperation,강원도 고성군 토성면 버리깨길 40 (토성면),033-638-6012
까리따스노인복지센터,visit_recuperation,강원도 고성군 토성면 버리깨길 40 (토성면),033-638-6012
가인재가노인복지센터,visit_recuperation,"강원도 고성군 토성면 봉포4길 32, 201호",033-635-7211
A+기쁨사랑복지센터,visit_recuperation,"강원도 동해시 감추1길7,103호",033-531-1004
동해시노인종합복지관복지센터,visit_recuperation,강원도 동해시 감추7길 50 (천곡동),033-530-9008
동해시노인종합복지관복지센터,visit_recuperation,강원도 동해시 감추7길 50 (천곡동),033-530-9008
동해시노인종합복지관주간복지센터,visit_recuperation,강원도 동해시 감추7길 50 (천곡동),033-530-9001
천사종합복지센터,visit_recuperation,강원도 동해시 동굴1길86,033-535-5870
나눔재가복지센터,visit_recuperation,"강원도 동해시 동해대로 5041, 3층 나호 (효가동)",033-521-9433
성모통합재가센터,visit_recuperation,강원도 동해시 발한로 142. 2층,033-534-1600
아리아케어방문요양동해센터,visit_recuperation,"강원도 동해시 발한로 217, 1층 (발한동)",033-533-4455
사랑+재가장기요양센터,visit_recuperation,"강원도 동해시 발한로 86, 2층 2호 (발한동)",033-533-5338
동해이레복지센터,visit_recuperation,강원도 동해시 발한천길41-1 (발한동),033-534-7744
온유재가복지센터,visit_recuperation,"강원도 동해시 부곡로 25, 2층 (부곡동)",033-535-4195
동해효재가센터,visit_recuperation,강원도 동해시 분토길 36-2,033-521-7118
해오름종합복지센터,visit_recuperation,"강원도 동해시 송정중앙로 66, 1층",033-521-5556
사랑방재가방문요양센터,visit_recuperation,"강원도 동해시 수원지길 13, 1층 (부곡동)",033-534-1925
월드비전동해노인복지센터,visit_recuperation,강원도 동해시 전천로 273-10,033-533-8247
참사랑노인복지원,visit_recuperation,강원도 동해시 중앙로 132 (천곡동),033-533-9321
정다운케어복지센터,visit_recuperation,"강원도 동해시 중앙로 188, 3층 (천곡동)",033-535-8290
진성재가복지센터,visit_recuperation,"강원도 동해시 중앙로 234, 42호",033-533-8064
편안한재가요양센터,visit_recuperation,"강원도 동해시 지양길14, 4층 (효가동)",033-522-0525
동해재가복지센터,visit_recuperation,강원도 동해시 천곡로 56,033-534-0202
사랑꽃종합복지센터,visit_recuperation,강원도 동해시 청운로 71-6,033-535-4697
동해시노인의료복지센터,visit_recuperation,강원도 동해시 하평1길 7-2,070-4189-3004
A+해오름종합복지센터,visit_recuperation,강원도 동해시 한섬로 84 2층,033-534-2579
다온재가요양센터,visit_recuperation,강원도 동해시 효가리본길 8 (효가동),033-522-6888
효도재가노인지원센터,visit_recuperation,강원도 삼척시 근덕면 삼척로 2791-65,033-575-7744
삼척종합재가노인복지센터,visit_recuperation,강원도 삼척시 근덕면 삼척로 3636-14,033-575-2899
삼척방문요양센터,visit_recuperation,강원도 삼척시 남양길 63-17,033-572-1996
가인재가복지센터,visit_recuperation,"강원도 삼척시 대학로 11, 3층",033-575-6333
따뜻한A+방문요양재가센터,visit_recuperation,강원도 삼척시 대학로 6 (읍중동),033-572-7056
도계재가지원센터,visit_recuperation,강원도 삼척시 도계읍 도계강변1길 41-2,033-541-0933
금옥 재가복지센터,visit_recuperation,"강원도 삼척시 미로면 강원남부로 4023, 1층",033-575-6341
햇살방문요양,visit_recuperation,"강원도 삼척시 봉황로 91-77, 102호",033-573-4150
다희재가복지센터,visit_recuperation,"강원도 삼척시 사대1길 16, 2층",033-575-9870
우리돌봄재가복지센터,visit_recuperation,"강원도 삼척시 오십천로 448, 2층",033-572-1659
가가호호방문요양센터 삼척점,visit_recuperation,"강원도 삼척시 중앙시장2길 7, 1층 (남양동)",033-572-1002
가나안방문요양센터,visit_recuperation,강원도 삼척시 회강3길 45-15 (오사동),033-572-2888
유경재가노인복지센터,visit_recuperation,"강원도 속초시 동해대로 4236. 13 (교동, 아남프라자)",033-637-7697
속초노인복지센터,visit_recuperation,강원도 속초시 먹거리길 19 (교동),033-631-0758
속초노인복지센터,visit_recuperation,강원도 속초시 먹거리길 19 (교동),033-631-0758
부모사랑복지센터,visit_recuperation,"강원도 속초시 미시령로 3383 5층 (교동, 속초스포츠타운)",033-636-2323
해담재가노인복지센터,visit_recuperation,"강원도 속초시 미시령로 3437 (금호동,e편한세상아파트 상가) 101호",033-633-4404
해밀 주간보호센터,visit_recuperation,강원도 속초시 바람꽃마을3길 12 (노학동),033-637-8090
행복재가방문요양센타,visit_recuperation,"강원도 속초시 소평로 162 303동104호 (조양동, 부영아파트)",033-636-3102
속초시효재가노인복지센터,visit_recuperation,강원도 속초시 수복로 42 (교동),033-637-3393
정다운방문요양센터,visit_recuperation,강원도 속초시 수복로15 2층,033-636-8285
반야노인복지센터,visit_recuperation,"강원도 속초시 싸리재길 195 (노학동, 반야노인복지센터)",033-635-2290
반야노인복지센터,visit_recuperation,"강원도 속초시 싸리재길 195 (노학동, 반야노인복지센터)",033-635-2290
가은재가노인복지센터,visit_recuperation,강원도 속초시 중앙로 194-1 2층 (동명동),033-635-4543
아름다운동행재가센터,visit_recuperation,강원도 양구군 국토정중앙면 정중앙로 294,033-481-2409
사랑의 집,visit_recuperation,강원도 양구군 양구읍 성곡로 182,033-482-0230
낙산노인복지센터,visit_recuperation,강원도 양양군 강현면 고래골길 109,033-672-7303
효드림재가노인복지센터,visit_recuperation,강원도 양양군 강현면 정암 1길 36-3,033-1688-4497
우리동네재가노인복지센터,visit_recuperation,강원도 양양군 남문4길9 1층,033-673-8828
양양재활재가노인복지센터,visit_recuperation,강원도 양양군 손양면 하양혈길 25,033-673-4310
디모테오꿈마을소규모요양원,visit_recuperation,강원도 양양군 양양읍 거마천로 511,033-673-0933
행복노인복지센터,visit_recuperation,강원도 양양군 양양읍 북문길35-11,033-673-2347
행복노인복지센터,visit_recuperation,강원도 양양군 양양읍 북문길35-11,033-673-2347
현산소규모요양원,visit_recuperation,강원도 양양군 양양읍 서문4길 7-2,033-672-8898
현산소규모요양원,visit_recuperation,강원도 양양군 양양읍 서문4길 9,033-672-8898
인향재가노인복지센터,visit_recuperation,"강원도 양양군 양양읍 양양로 85, 2층",033-672-2077
영월돌봄사회서비스센터,visit_recuperation,강원도 영월군 영월읍 단종로 113,033-373-2581
미소재가노인복지센터,visit_recuperation,"강원도 영월군 영월읍 요리골목 16, 2층",033-834-7171
영월가정봉사원파견센터,visit_recuperation,강원도 영월군 영월읍덕포하리4길 19-5,033-374-6412
영월가정봉사원파견센터,visit_recuperation,강원도 영월군 영월읍덕포하리4길 19-5,033-374-6412
참사랑노인복지센터,visit_recuperation,강원도 영월군 주천면 송학주천로 1448 (주천면),033-374-1003
참사랑노인복지센터,visit_recuperation,강원도 영월군 주천면 송학주천로 1448 (주천면),033-374-1003
행복한원주노인복지센터,visit_recuperation,강원도 원주시 갈머리2길 31 원주사회복지센터 101 (학성동),033-747-0963
행복한원주노인복지센터,visit_recuperation,강원도 원주시 갈머리2길 31 원주사회복지센터 101 (학성동),033-747-0963
늘푸른재가복지센터,visit_recuperation,"강원도 원주시 개운로9, 101호 (개운동)",033-763-3094
원주종합재가센터,visit_recuperation,"강원도 원주시 건강로 23, 203호 (반곡동)",033-735-1122
사랑나눔센터,visit_recuperation,"강원도 원주시 나비허리길169, 3층 (관설동)",033-761-3585
사랑복지재가센터,visit_recuperation,"강원도 원주시 남산로 180, 115~116호 (학성동, 대성빌딩)",033-742-0993
원주 한사랑재가복지센터,visit_recuperation,"강원도 원주시 남원로 528-13, 2층 201호 (단구동)",033-761-7610
민들레방문요양센터,visit_recuperation,"강원도 원주시 남원로 595-3, 101호 (명륜동)",033-766-5110
엄지재가방문요양센터,visit_recuperation,"강원도 원주시 남원로 606번길 2, 101동 111호 (개운동, 개운현대아파트)",033-900-6126
나눔원주재가복지센터,visit_recuperation,"강원도 원주시 남원로469번길 1-21, 1층 (명륜동)",033-746-8290
굿모닝재가방문요양센터/온맘터치 원주중앙점,visit_recuperation,"강원도 원주시 늘품로 187-8, 1층 (반곡동)",033-748-8246
다정재가방문요양센터,visit_recuperation,"강원도 원주시 늘품로7, 201 (단구동)",033-764-3090
성은재가복지센터,visit_recuperation,"강원도 원주시 단구로 410, 106호 (단구동, 세경5차 상가)",033-733-0149
큰사랑 재가복지센터,visit_recuperation,"강원도 원주시 단구초교길 12-16, 101호 (단구동)",033-765-0250
경성재가복지센터,visit_recuperation,"강원도 원주시 라옹정길 51-6, 2~3층 (관설동)",033-765-0255
(A)비지팅엔젤스원주방문요양지점,visit_recuperation,"강원도 원주시 무실로 68, 1층 (원동)",033-743-0052
문막한사랑재가복지센터,visit_recuperation,"강원도 원주시 문막읍 건등로 41, 102동 303호 (신한아파트)",033-734-7269
기쁨실버데이케어센터,visit_recuperation,강원도 원주시 문막읍 동화택지길 23-3,033-747-0334
문막노인복지센터,visit_recuperation,강원도 원주시 문막읍 원양1로 91-38,033-733-0020
"쉼, 재가복지센터",visit_recuperation,"강원도 원주시 백간길 49, 206호 (단계동)",033-733-8080
원주가톨릭노인복지센터,visit_recuperation,강원도 원주시 봉산로 103 (봉산동),033-746-3473
휴방문요양재가센터,visit_recuperation,강원도 원주시 봉산로 117 (봉산동),033-746-4700
가가재가복지센터,visit_recuperation,"강원도 원주시 봉화로 122, 상가동 02호 (단계동)",033-735-0093
서원주재가방문요양센터,visit_recuperation,"강원도 원주시 봉화로231,211동1202호 (우산동 한라2차A)",033-748-3701
예향재가방문복지센터,visit_recuperation,강원도 원주시 북원로2557 (우산동),033-748-2280
인영돌봄재가복지센터,visit_recuperation,강원도 원주시 새동네4길 34 (태장동),033-764-1887
남원주재가방문복지센터,visit_recuperation,강원도 원주시 송삼길 130 (무실동),033-763-3298
더사랑재가방문요양센터,visit_recuperation,강원도 원주시 시청로 494-6 2층 201호 (단구동),033-762-1364
아리아케어 재가방문요양원주 남부센터,visit_recuperation,"강원도 원주시 시청로 89-16, 104호 (무실동, 무실코아루허브)",033-766-1055
'+조해숙재가복지센터,visit_recuperation,"강원도 원주시 양지로 2, 101호 (반곡동, 재인프라자)",033-731-7988
은빛복지센터,visit_recuperation,"강원도 원주시 양지로 68 (반곡동, 피카소빌딩 4층)",033-744-6080
「섬김」재활주간보호센터,visit_recuperation,"강원도 원주시 영랑길 13 (행구동, 그린빌딩 4층)",033-762-0094
명륜재가노인복지센터,visit_recuperation,강원도 원주시 예술관길 31 (명륜동),033-762-1999
명륜재가노인복지센터,visit_recuperation,강원도 원주시 예술관길 31 (명륜동),033-762-1999
원주방문요양어르신재가센터,visit_recuperation,"강원도 원주시 예술관길2, 2~3층 (명륜동)",033-746-7885
원주 교원재가방문요양센터,visit_recuperation,"강원도 원주시 웅비3길 13, 1층 (반곡동)",033-763-6465
부승원,visit_recuperation,강원도 원주시 원일로 173 (학성동),033-745-1285
드림재가복지센터,visit_recuperation,강원도 원주시 원일로 208 (학성동),033-745-3302
정수재가복지센터,visit_recuperation,강원도 원주시 이화2길35 (202호),033-735-1133
강원방문요양센터,visit_recuperation,강원도 원주시 중앙로138 (중앙동),033-743-6070
온누리 방문요양센터,visit_recuperation,"강원도 원주시 천사로 284-1, 2층 (태장동)",033-735-7723
가람재가복지센터,visit_recuperation,"강원도 원주시 치악로 1636,마동 2층 201호",033-761-7751
원주방문요양재가센터,visit_recuperation,"강원도 원주시 치악로 1754-2, 2층 (개운동)",033-763-8571
패밀리재가복지센터,visit_recuperation,"강원도 원주시 치악로 1803, 14~16,82호 (명륜동, 남부시장 2층))",033-900-6090
원주재가노인복지센터,visit_recuperation,강원도 원주시 태장둔치길 143-3 (태장동),033-733-4141
원주재가노인복지센터,visit_recuperation,강원도 원주시 태장둔치길 143-3 (태장동),033-733-4141
상지종합복지센터,visit_recuperation,강원도 원주시 평원로 5 (중앙동),033-761-2711
효정재가복지센터,visit_recuperation,"강원도 원주시 행구로 68 (봉산동, 삼익아파트 관리동 구. 별밭어린이집)",033-742-8863
고은맘재가방문요양센터,visit_recuperation,강원도 원주시 향교길 39 (명륜동),033-764-0757
으뜸재가복지센터,visit_recuperation,"강원도 원주시 호저면 광격윗길 8, 2층",033-733-9285
성공회원주노인복지센터,visit_recuperation,강원도 원주시 호저면 칠봉로 6-6,033-732-9122
가가호호케어,visit_recuperation,강원도 인제군 북면 원통로 372 1층,033-461-6700
안심노인통합지원센터,visit_recuperation,"강원도 정선군 고한읍 고한9길 26, 2층",033-591-7925
온누리재가방문요양센터,visit_recuperation,강원도 정선군 남면 도원2길 13 (무릉리),033-591-2157
삼육재가복지센터,visit_recuperation,강원도 정선군 임계면 백두대간로 1369 (송계리),033-562-3633
새별이노인복지센터,visit_recuperation,강원도 정선군 임계면 새벼리길 83-29,033-562-9606
에덴재가복지센터,visit_recuperation,강원도 정선군 임계면 서동로 4545 (송계리),070-4118-9946
정선노인복지센터,visit_recuperation,강원도 정선군 정선읍 녹송4길 71,033-563-7121
천사의미소방문요양센터,visit_recuperation,강원도 정선군 정선읍 애산로 171 2층 (애산리),033-563-8888
사랑애(愛) 노인주・야간보호센터,visit_recuperation,강원도 철원군 김화읍 지경1길 27-78,033-456-2078
동송노인주야간보호센터,visit_recuperation,강원도 철원군 동송읍 오덕로 36,033-455-8886
섬김주간보호센터,visit_recuperation,강원도 철원군 서면 와수로 62번길 45,033-458-6800
The좋은노인재가복지센터,visit_recuperation,"강원도 춘천시 공단로 52, 1층 (후평동)",033-252-0904
예흠재가노인복지센터,visit_recuperation,"강원도 춘천시 공원4길 2 (퇴계동, 1층정면 좌측)",033-241-1324
춘천효자노인복지센터,visit_recuperation,강원도 춘천시 공지로 234-16 (효자동),033-263-1790
춘천효자종합사회복지관부설춘천효자노인복지센터,visit_recuperation,강원도 춘천시 공지로 234-16 (효자동),033-263-1790
참빛재가복지센터,visit_recuperation,"강원도 춘천시 공지로 69-10, 상가동 201호 (석사동)",033-256-4634
다정재가복지센터,visit_recuperation,"강원도 춘천시 근화길15번길 22, 106호 (근화동)",0507-1475-9600
다원주간보호센터,visit_recuperation,강원도 춘천시 남산면 둔일길 3,033-910-8275
봄봄재가노인복지센터,visit_recuperation,강원도 춘천시 남춘로 33 3층 (퇴계동),033-244-9760
누리복지센터,visit_recuperation,강원도 춘천시 남춘로26번길 20 4층 (퇴계동),033-264-4800
A+춘천시니어복지센터,visit_recuperation,강원도 춘천시 동내면 거두길 238 (동내면),033-261-1990
사암노인복지센터,visit_recuperation,강원도 춘천시 동내면 사암길 13-20,033-263-9984
베스트재활통합복지센터,visit_recuperation,강원도 춘천시 동내면 순환대로 728,033-262-3088
다사랑실버케어,visit_recuperation,강원도 춘천시 동내면 영서로 1792 1층 (동내면),033-910-5005
다사랑노인복지센터,visit_recuperation,"강원도 춘천시 동내면 춘천순환로 112, 4층",033-264-0016
춘천효나눔재가복지센터,visit_recuperation,강원도 춘천시 동내면 향군길 28 102호 (동내면),033-910-3222
가가호호노인복지센터,visit_recuperation,강원도 춘천시 동면 가산로 95-10,033-255-8304
춘천효드림노인복지센터,visit_recuperation,"강원도 춘천시 동면 후만로 170, 2층",033-244-3217
동부재가요양센터,visit_recuperation,"강원도 춘천시 동부시장길 8 1층22호 (운교동, 동부시장 현대아파트)",033-241-1949
운교노인복지센터,visit_recuperation,강원도 춘천시 동부시장길13번길 3 (운교동),033-255-8980
운교노인복지센터,visit_recuperation,강원도 춘천시 동부시장길13번길 3 (운교동),033-255-8980
동산노인복지센터,visit_recuperation,강원도 춘천시 동산면 조양길 108-13,033-262-5035
춘천노인복지센터,visit_recuperation,"강원도 춘천시 미나리길11번길 12-13 (퇴계동, 지하 1층)",033-241-0045
춘천남부재가노인센터,visit_recuperation,강원도 춘천시 방송길 86,033-241-1800
봄내음재가방문요양센터,visit_recuperation,강원도 춘천시 백령로138번길 3 (효자동),070-8809-2354
스마일시니어 효다모아재가복지센터,visit_recuperation,"강원도 춘천시 백령로75번길 35, 1층 (효자동)",033-255-3247
봄내노인복지센터,visit_recuperation,강원도 춘천시 사북면 토둔길 22,033-243-1766
봄내노인복지센터,visit_recuperation,강원도 춘천시 사북면 토둔길 22,033-243-1766
"""춘천희망""복지센터신사우점",visit_recuperation,강원도 춘천시 사우로 38 4층 (사농동),033-254-6093
더조은 재가복지센터,visit_recuperation,"강원도 춘천시 삭주로 198, 2층 (후평동)",033-242-3826
가족사랑재가복지센터,visit_recuperation,"강원도 춘천시 삭주로94번길 30, 1층 (후평동)",033-255-9333
행복한가정재가요양센터,visit_recuperation,"강원도 춘천시 서부대성로 12 2층24호 (소양로2가, 춘천서부시장)",033-912-5557
든든한재가복지센터,visit_recuperation,"강원도 춘천시 서부대성로 12, 2층 14호 (소양로2가, 춘천서부시장)",033-242-2515
바른재가노인복지센터,visit_recuperation,"강원도 춘천시 서부대성로 12, 2층 70호 (소양로2가, 춘천서부시장)",033-241-3111
한빛재가복지센터,visit_recuperation,강원도 춘천시 서부대성로 180-1 2층 (효자동),033-241-1855
춘천재가복지센터,visit_recuperation,"강원도 춘천시 석사길5번길 37-1, 1층 (석사동)",
한가족 재가복지센터,visit_recuperation,강원도 춘천시 세실로192번길 6 후평동2층 (후평동),033-912-8823
가람실버케어,visit_recuperation,"강원도 춘천시 세실로208번길 11-18, 1층 (후평동)",033-244-6761
소양강댐재가노인지원센터,visit_recuperation,강원도 춘천시 신북읍 신북로 265,033-241-9540
명성그룹노인복지센터,visit_recuperation,강원도 춘천시 신흥길5번길 4 (우두동),033-244-5960
춘천지역자활센터,visit_recuperation,강원도 춘천시 영서로 1925-29 (석사동),033-253-4575
춘천종합재가센터,visit_recuperation,"강원도 춘천시 외솔길 25, 2층 (석사동)",033-262-2111
해와숲노인복지센터,visit_recuperation,강원도 춘천시 우두상리길 90 (우두동),033-254-7038
"""춘천희망""복지센터",visit_recuperation,"강원도 춘천시 운천길 28-29 (운교동, 1-2층)",033-252-6091
중앙시니어통합복지센터,visit_recuperation,강원도 춘천시 중앙로 110 2층 (낙원동),033-251-6017
A+중앙통합복지센터,visit_recuperation,"강원도 춘천시 중앙로 110 5층 (낙원동, 다나빌딩)",033-255-4370
마음담아재가복지센터,visit_recuperation,"강원도 춘천시 중앙로68번길 38, 2층 201호 (소양로3가)",033-255-1838
삭주요양복지센터,visit_recuperation,강원도 춘천시 춘천로 306-5 3층303호 (후평동),033-257-6091
창조노인복지센터,visit_recuperation,강원도 춘천시 춘천로213번길 10 (효자동),070-7576-3648
북부나눔재가노인센터,visit_recuperation,강원도 춘천시 충열로 124,033-256-2626
효나눔노인복지센터,visit_recuperation,"강원도 춘천시 충혼길52번길 12-3, 101호 (온의동)",033-251-7737
엠마오노인복지센터,visit_recuperation,"강원도 춘천시 퇴계로 245, 3층 (석사동)",033-263-9007
이든통합복지센터,visit_recuperation,강원도 춘천시 화목원길 43 1층 (사농동),033-244-7074
장수노인복지센터,visit_recuperation,강원도 춘천시 효명길 7-10 (효자동),033-251-4452
실로암통합복지센터,visit_recuperation,"강원도 춘천시 효자상길 36 (효자동, 성도교회 3층)",033-911-0053
한마음재가요양센터,visit_recuperation,강원도 춘천시 효제길 13 (효자동),033-251-8821
부모사랑재가복지센터,visit_recuperation,"강원도 춘천시 후만로 33, 2층 201호 (후평동)",033-910-3051
두드림노인방문요양센터,visit_recuperation,강원도 춘천시 후만로 63-1 2층 (후평동),033-256-8880
고은마음재가복지센터,visit_recuperation,강원도 춘천시 후만로126번길 20 1층 (후평동),033-255-2771
나누리재가복지센터,visit_recuperation,강원도 춘천시 후석로 69 2층 (석사동),033-262-5542
다같이효종합복지센터,visit_recuperation,강원도 태백시 보드미길 40 2층층 (장성동),033-554-0708
나비손재가복지센터,visit_recuperation,강원도 태백시 서학1길 101 (황지동),033-554-8500
햇빛나눔노인복지센터,visit_recuperation,강원도 태백시 서학1길 23-22 (황지동),033-553-0682
태백누리재가복지센터,visit_recuperation,강원도 태백시 소도길 58 (소도동),033-581-8400
다사랑복지센터,visit_recuperation,강원도 태백시 태백로 1198 (황지동),033-552-3993
가족희망복지센터,visit_recuperation,강원도 태백시 태백로 2120 1호 (장성동),033-552-7622
가온재가복지센터,visit_recuperation,강원도 태백시 편들길 41 (문곡동),033-581-3397
은초롱재가복지센터,visit_recuperation,강원도 태백시 황지로 93 3층 (황지동),033-553-6078
태백노인복지센터,visit_recuperation,강원도 태백시 황지로 99 3층 (황지동),033-553-9425
태백노인복지센터,visit_recuperation,강원도 태백시 황지로 99 3층 (황지동),033-553-9425
효재가방문센터,visit_recuperation,강원도 평창군 대관령면 횡계2길 평창군 대관령면 횡계2길 7-7 (대관령면),033-336-5888
평창효사랑노인복지센터,visit_recuperation,강원도 평창군 용평면 갈정지길 35-40 (용평면),033-332-6007
행복만들기노인재가복지센터,visit_recuperation,"강원도 평창군 진부면 진부중앙로 36, 2층",033-332-5582
늘품노인복지센터,visit_recuperation,"강원도 평창군 평창읍 백오로 23, 2층",033-333-6222
가인방문요양센터,visit_recuperation,"강원도 평창군 평창읍 종부로 73, 상가동 1층 (녹주한아름임대아파트)",033-332-8259
서석재가노인복지센터,visit_recuperation,강원도 홍천군 서석면 행치령로 801-4,033-434-7337
사랑모아재가센터,visit_recuperation,"강원도 홍천군 홍천읍 남산강변로5길6, 2층",033-433-3222
정다운 복지센터,visit_recuperation,"강원도 홍천군 홍천읍 마지기로30, 2층",033-433-7377
가족사랑재가복지센터,visit_recuperation,강원도 홍천군 홍천읍 연봉로 9길 12-1,033-434-5164
어부바시니어 홍천점,visit_recuperation,강원도 홍천군 홍천읍 연봉중앙로 78-1,033-434-2739
"""진리""어르신방문요양센터",visit_recuperation,강원도 홍천군 홍천읍 진삼거리길 29,033-433-3862
스마일시니어플러스방문요양센터,visit_recuperation,"강원도 홍천군 홍천읍 홍천로 633, 118호",033-436-2578
