name,type,address,phoneNumber
「섬김」재활주간보호센터,visit_bath,"강원도 원주시 영랑길 13 (행구동, 그린빌딩 4층)",033-762-0094
명륜재가노인복지센터,visit_bath,강원도 원주시 예술관길 31 (명륜동),033-762-1999
부승원,visit_bath,강원도 원주시 원일로 173 (학성동),033-745-1285
드림재가복지센터,visit_bath,강원도 원주시 원일로 208 (학성동),033-745-3302
가람재가복지센터,visit_bath,"강원도 원주시 치악로 1636,마동 2층 201호",033-761-7751
가가호호케어,visit_bath,강원도 인제군 북면 원통로 372 1층,033-461-6700
온누리재가방문요양센터,visit_bath,강원도 정선군 남면 도원2길 13,033-591-2157
삼육재가복지센터,visit_bath,강원도 정선군 임계면 백두대간로 1369 (송계리),033-562-3633
사랑애(愛) 노인주・야간보호센터,visit_bath,강원도 철원군 김화읍 지경1길 27-78,033-456-2078
엘림노인복지센터,visit_bath,강원도 철원군 동송읍 이평2로31,033-455-4610
The좋은노인재가복지센터,visit_bath,"강원도 춘천시 공단로 52, 1층 (후평동)",033-252-0904
춘천효자종합사회복지관부설춘천효자노인복지센터,visit_bath,강원도 춘천시 공지로 234-16 (효자동),033-263-1790
참빛재가복지센터,visit_bath,"강원도 춘천시 공지로 69-10, 상가동 201호 (석사동)",033-256-4634
다정재가복지센터,visit_bath,"강원도 춘천시 근화길15번길 22, 106호 (근화동)",0507-1475-9600
봄봄재가노인복지센터,visit_bath,강원도 춘천시 남춘로 33 3층 (퇴계동),033-244-9760
누리복지센터,visit_bath,강원도 춘천시 남춘로26번길 20 4층 (퇴계동),033-264-4800
다사랑노인복지센터,visit_bath,"강원도 춘천시 동내면 춘천순환로 112, 4층",033-264-0016
가가호호노인복지센터,visit_bath,강원도 춘천시 동면 가산로 95-10,033-255-8304
춘천효드림노인복지센터,visit_bath,"강원도 춘천시 동면 후만로 170, 2층",033-244-3217
동부재가요양센터,visit_bath,"강원도 춘천시 동부시장길 8 1층22호 (운교동, 동부시장 현대아파트)",033-241-1949
운교노인복지센터,visit_bath,강원도 춘천시 동부시장길13번길 3 (운교동),033-255-8980
춘천노인복지센터,visit_bath,"강원도 춘천시 미나리길11번길 12-13 (퇴계동, 지하 1층)",033-241-0045
봄내음재가방문요양센터,visit_bath,강원도 춘천시 백령로138번길 3 (효자동),070-8809-2354
"""춘천희망""복지센터신사우점",visit_bath,강원도 춘천시 사우로 38 4층 (사농동),033-254-6093
더조은 재가복지센터,visit_bath,"강원도 춘천시 삭주로 198, 2층 (후평동)",033-242-3826
가족사랑재가복지센터,visit_bath,"강원도 춘천시 삭주로94번길 30, 1층 (후평동)",033-255-9333
행복한가정재가요양센터,visit_bath,"강원도 춘천시 서부대성로 12 2층24호 (소양로2가, 춘천서부시장)",033-912-5557
든든한재가복지센터,visit_bath,"강원도 춘천시 서부대성로 12, 2층 14호 (소양로2가, 춘천서부시장)",033-242-2515
바른재가노인복지센터,visit_bath,"강원도 춘천시 서부대성로 12, 2층 70호 (소양로2가, 춘천서부시장)",033-241-3111
한빛재가복지센터,visit_bath,강원도 춘천시 서부대성로 180-1 2층 (효자동),033-241-1855
춘천재가복지센터,visit_bath,"강원도 춘천시 석사길5번길 37-1, 1층 (석사동)",
가람실버케어,visit_bath,"강원도 춘천시 세실로208번길 11-18, 1층 (후평동)",033-244-6761
춘천종합재가센터,visit_bath,"강원도 춘천시 외솔길 25, 2층 (석사동)",033-262-2111
"""춘천희망""복지센터",visit_bath,"강원도 춘천시 운천길 28-29 (운교동, 1-2층)",033-252-6091
중앙시니어통합복지센터,visit_bath,강원도 춘천시 중앙로 110 2층 (낙원동),033-251-6017
A+중앙통합복지센터,visit_bath,"강원도 춘천시 중앙로 110 5층 (낙원동, 다나빌딩)",033-255-4370
마음담아재가복지센터,visit_bath,"강원도 춘천시 중앙로68번길 38, 2층 201호 (소양로3가)",033-255-1838
삭주요양복지센터,visit_bath,강원도 춘천시 춘천로 306-5 3층303호 (후평동),033-257-6091
창조노인복지센터,visit_bath,강원도 춘천시 춘천로213번길 10 (효자동),070-7576-3648
효나눔노인복지센터,visit_bath,"강원도 춘천시 충혼길52번길 12-3, 101호 (온의동)",033-251-7737
한마음재가요양센터,visit_bath,강원도 춘천시 효제길 13 (효자동),033-251-8821
두드림노인방문요양센터,visit_bath,강원도 춘천시 후만로 63-1 2층 (후평동),033-256-8880
고은마음재가복지센터,visit_bath,강원도 춘천시 후만로126번길 20 1층 (후평동),033-255-2771
나누리재가복지센터,visit_bath,강원도 춘천시 후석로 69 2층 (석사동),033-262-5542
24시 행복한복지센터,visit_bath,강원도 태백시 문화로 67 1층 (황지동),033-552-3455
다같이효종합복지센터,visit_bath,강원도 태백시 보드미길 40 2층층 (장성동),033-554-0708
나비손재가복지센터,visit_bath,강원도 태백시 서학1길 101 (황지동),033-554-8500
햇빛나눔노인복지센터,visit_bath,강원도 태백시 서학1길 23-22 (황지동),033-553-0682
가족희망복지센터,visit_bath,강원도 태백시 태백로 2120 1호 (장성동),033-552-7622
은초롱재가복지센터,visit_bath,강원도 태백시 황지로 93 3층 (황지동),033-553-6078
태백노인복지센터,visit_bath,강원도 태백시 황지로 99 3층 (황지동),033-553-9425
효재가방문센터,visit_bath,강원도 평창군 대관령면 횡계2길 평창군 대관령면 횡계2길 7-7 (대관령면),033-336-5888
평창효사랑노인복지센터,visit_bath,강원도 평창군 용평면 갈정지길 35-40 (용평면),033-332-6007
행복만들기노인재가복지센터,visit_bath,"강원도 평창군 진부면 진부중앙로 36, 2층",033-332-5582
정다운 복지센터,visit_bath,"강원도 홍천군 홍천읍 마지기로30, 2층",033-433-7377
가족사랑재가복지센터,visit_bath,강원도 홍천군 홍천읍 연봉로 9길 12-1,033-434-5164
어부바시니어 홍천점,visit_bath,강원도 홍천군 홍천읍 연봉중앙로 78-1,033-434-2739
스마일시니어플러스방문요양센터,visit_bath,"강원도 홍천군 홍천읍 홍천로 633, 118호",033-436-2578
횡성주간보호센터,visit_bath,강원도 횡성군 횡성읍 북천서로7번길 43,033-343-0756
횡성열린노인복지센터,visit_bath,"강원도 횡성군 횡성읍 어사매로 41, 2층",033-343-7132
우리요양사랑재가복지센터,visit_bath,강원도 횡성군 횡성읍 중앙로 14,033-344-9909
가평중앙재가노인복지센터,visit_bath,경기도 가평군 가평읍 가화로 228-6,031-581-0019
예사랑재가복지센터,visit_bath,"경기도 가평군 조종면 현창로 29-5, 4층",031-584-5679
다솜재가복지센터,visit_bath,경기도 가평군 청평면 경춘로1401 2층,031-585-7994
효사랑재가노인복지센터,visit_bath,경기도 가평군 청평면 잠곡로 14 1층,031-581-6661
가족사랑재가복지센터,visit_bath,경기도 가평군 청평면 청평중앙로 21 1층,031-584-5579
'(A)비지팅엔젤스하남방문요양지점,visit_bath,경기도 경기 하남시 신장로 105 2층,031-793-7506
한국시니어재가복지센터,visit_bath,"경기도 경기과천시새술막길36,302호",02-504-2004
위드케어방문요양센터,visit_bath,경기도 경기광주시 중앙로 319번길 10-27 부영빌딩 4층,031-761-6318
하나재가복지센터,visit_bath,경기도 고리울로64번길 17 1층 (고강동),032-684-7734
'(A)비지팅엔젤스고양성사방문요양지점,visit_bath,"경기도 고양시 덕양구 고양대로 1384번길 20, 209-4호 (성사동)",031-962-8004
고양누리노인복지센터,visit_bath,"경기도 고양시 덕양구 고양대로 1384번길 9, 206호",031-965-9807
고양노인복지센터,visit_bath,"경기도 고양시 덕양구 능곡로13번길 20, 3층 (토당동)",031-970-0360
(A)고양사랑방문요양센터,visit_bath,경기도 고양시 덕양구 동헌로 408-21 (고양동),031-969-8727
한나방문요양,visit_bath,"경기도 고양시 덕양구 동헌로5, 1층 (관산동)",031-812-1270
조이방문요양센터,visit_bath,경기도 고양시 덕양구 마상로57번길 87-9,031-964-3337
봄 재가노인복지센터,visit_bath,"경기도 고양시 덕양구 무원로6번길 61, 2층 201호",031-978-4123
무지개재가복지센터,visit_bath,"경기도 고양시 덕양구 보광로 2, 202호 (고양동)",031-962-5954
삼육돌봄재가센터,visit_bath,경기도 고양시 덕양구 삼송로205번길 20-17,02-371-0101
선한사람들방문요양,visit_bath,"경기도 고양시 덕양구 서오릉로 625, 1915호",031-815-1192
라움방문요양센터,visit_bath,"경기도 고양시 덕양구 서정마을1로 2, 7층 1호 (행신동)",031-979-8493
도원주간보호센터,visit_bath,경기도 고양시 덕양구 서정마을1로 20-10,031-971-8572
가배재가노인복지센터,visit_bath,경기도 고양시 덕양구 서정마을2로2 (행신동),031-972-9952
꽃보다 당신방문요양센터,visit_bath,"경기도 고양시 덕양구 소만로 47, 상가동 205호 (행신동)",031-979-6667
'(A)비지팅엔젤스고양삼송방문요양지점,visit_bath,"경기도 고양시 덕양구 신도길 19, 3층 1호 (삼송동)",02-371-1021
배다리재가복지센터,visit_bath,"경기도 고양시 덕양구 원당로33번길 14, 2층 일부호 (주교동)",031-965-2330
행복한만남재가노인복지센터,visit_bath,"경기도 고양시 덕양구 으뜸로 130, 8층 16호 (덕은동)",02-3159-9377
더굿피플주간보호센터,visit_bath,"경기도 고양시 덕양구 은빛로 39, 3층",031-966-1200
다온재가노인복지센터,visit_bath,"경기도 고양시 덕양구 은빛로43, 205호",031-966-6118
가가호호방문요양센터,visit_bath,"경기도 고양시 덕양구 중앙로 557-89, 405호",031-971-0221
하나재가방문요양센터,visit_bath,"경기도 고양시 덕양구 중앙로 560, 2층 211호",031-973-2777
백세재가노인복지센터,visit_bath,"경기도 고양시 덕양구 충장로123번길 11, 502호 (행신동)",031-938-1003
효방문요양센터,visit_bath,경기도 고양시 덕양구 토당로 168번길 305호,031-970-7774
삼송실버케어(간호요양),visit_bath,"경기도 고양시 덕양구 통일로 345, 603호",02-371-2430
고양시니어재가방문요양센터,visit_bath,경기도 고양시 덕양구 통일로 43-168,02-389-6820
아빠를 부탁해재가복지센터,visit_bath,"경기도 고양시 덕양구 해포길 14-1, 202호 (현천동)",02-909-0603
하연 노인복지센터,visit_bath,"경기도 고양시 덕양구 행당로 11번길 11, 207호",031-971-6434
다솜케어재가노인복지센터,visit_bath,"경기도 고양시 덕양구 향기5로 55, s001동 2호 (향동동)",02-6925-2696
고양시소규모노인종합센터,visit_bath,경기도 고양시 덕양구 호국로790번길 42-9 (성사동),031-967-3403
(A)고운화전방문요양센터,visit_bath,"경기도 고양시 덕양구 화랑로 26-1, 2층 일부호 (화전동)",02-3159-9839
해든재가복지센터,visit_bath,"경기도 고양시 덕양구 화중로 96, 206호 (화정동)",031-967-0732
효드림실버케어,visit_bath,"경기도 고양시 덕양구 화중로 96, 701호 (화정동)",031-816-7890
굿모닝재가복지쎈타,visit_bath,경기도 고양시 일산동구 고양대로 1030 1층,070-4488-5950
아리아케어방문요양일산동구중산센터,visit_bath,경기도 고양시 일산동구 고양대로 762 3층301-1호 (중산동),031-977-6807
봄날주간보호센터,visit_bath,"경기도 고양시 일산동구 무궁화로 365, 1층",031-969-2508
이솔데이케어센터,visit_bath,경기도 고양시 일산동구 위시티2로 11번길 6-31 (식사동),031-965-2280
하나효요양보호센터,visit_bath,경기도 고양시 일산동구 위시티3로 53-5 303호,031-903-8888
가온어르신복지센터,visit_bath,"경기도 고양시 일산동구 위시티로 25, 3층 (식사동)",031-962-6312
경기고양재가복지센터,visit_bath,"경기도 고양시 일산동구 일산로 197, 1040호 (마두동)",031-901-4884
우영헌실버케어,visit_bath,"경기도 고양시 일산동구 중산로 241, 7층 703-1호 (중산동)",031-975-1491
고양가사랑노인복지센터,visit_bath,"경기도 고양시 일산동구 중앙로 1079, 3층 332호 (백석동)",031-932-3884
화평재가방문요양센터,visit_bath,"경기도 고양시 일산동구 중앙로 1129, 2층 2011호 (장항동)",031-902-5678
다나음방문요양센터,visit_bath,경기도 고양시 일산동구 탄중로 341 (중산동),031-975-7855
일산예사랑복지센터,visit_bath,경기도 고양시 일산동구 하늘마을1로 2 (중산동),031-977-3221
가족사랑복지센터,visit_bath,"경기도 고양시 일산서구 산현로11, 502호 (탄현동)",031-923-5019
선명재가복지센터,visit_bath,"경기도 고양시 일산서구 산현로78번길 23, 1층 105호 (일산동)",031-912-0446
물댄동산재가노인복지센터,visit_bath,"경기도 고양시 일산서구 일현로47, 405호",031-914-0907
A+하나재가복지센터,visit_bath,경기도 고양시 일산서구 중앙로 1376 A동 208호,031-913-7771
미소노인복지센터,visit_bath,"경기도 고양시 일산서구 중앙로 1388, 401-2호",031-915-8333
우리동네방문요양센터,visit_bath,"경기도 고양시 일산서구 중앙로 1470, 2층 A-210호 (주엽동)",031-917-7070
우리사랑재가장기요양파견기관,visit_bath,"경기도 고양시 일산서구 킨텍스로 289, 4층 (대화동)",070-8253-3040
'(A)비지팅엔젤스일산탄현방문요양지점,visit_bath,경기도 고양시 일산서구 탄중로 514 (일산동),031-921-0614
고양어르신복지센터,visit_bath,경기도 고양시 일산서구 하이파크2로 42 (덕이동),031-914-0365
탄현은빛방문요양센터,visit_bath,"경기도 고양시 일산서구 현중로 36번길 77, 3층 (탄현동)",031-911-7714
실버공감노인복지센터,visit_bath,경기도 고양시 일산서구 홀트로 58,031-925-9166
지구촌어르신돌봄센터,visit_bath,"경기도 과천시 관문로 130, 1단지 종합상가 115호",02-503-6151
아리아케어 방문요양과천센터,visit_bath,"경기도 과천시 별양로 180, 라동 215호 (부림동, 복합상가)",02-504-5556
(A)비지팅엔젤스과천방문요양지점,visit_bath,경기도 과천시 별양상가1로37 신라상가 304호,02-504-5506
돌봄연구소 행복한시니어케어센터,visit_bath,경기도 과천시 별양상가2로 20 새서울프라자 1층 7호,02-3679-9926
효가 노인복지센터,visit_bath,"경기도 광명로 872, 2층 (광명동)",02-2066-9916
조은재가복지센터,visit_bath,"경기도 광명로952번길 4, 2층 (광명동)",02-6013-4609
참사랑재가복지센터,visit_bath,"경기도 광주시 곤지암읍 광여로 70, 104호",031-766-4129
광주어르신재가복지센터,visit_bath,경기도 광주시 곤지암읍 평촌길24 킴스빌리지상가 113호,031-761-5777
경기노인돌봄센터,visit_bath,경기도 광주시 문형산길 168-1 1층,031-711-0755
엘림재가복지센터,visit_bath,"경기도 광주시 문화로 105 2층 202호 (경안동,정한빌딩)",031-797-4303
천사랑재가노인복지센터,visit_bath,"경기도 광주시 수하길 28번길 2, 102호",031-8027-2447
오포재가노인복지센터,visit_bath,경기도 광주시 양벌로 162,070-4640-0936
동행재가방문요양복지센터,visit_bath,경기도 광주시 오포로 127-35 미켈란 202호,031-766-3799
광주노인방문돌봄센터,visit_bath,경기도 광주시 오포로 859번길18 105호,031-763-2260
예동실버케어,visit_bath,경기도 광주시 오포읍 신현리 392-14 A동 103호,031-759-7753
선주재가복지센터,visit_bath,"경기도 광주시 중앙로 188, 405호",031-761-8200
가효재가복지센터,visit_bath,경기도 광주시 중앙로 210 202호,031-761-1284
광주재가노인서비스센터,visit_bath,경기도 광주시 초월읍 경충대로 1284번길 41-15,031-766-9615
참재가노인복지센터,visit_bath,경기도 광주시 초월읍 도곡안길 53-6 3층,031-768-6366
한나재가복지센터,visit_bath,경기도 광주시 통미로 10번길 12-10 (2층),031-762-1988
광주으뜸재가복지센터,visit_bath,경기도 광주시 통미로 16번길 12-8 히페리온 101호,031-766-8823
큰사랑방문요양센터,visit_bath,"경기도 광주시 통미로64번길 5, 201호 (송정동)",031-699-8627
효담재가복지센터,visit_bath,경기도 광주시 통미로90번길 8-14 2층,031-763-8797
광주퇴촌재가복지센터,visit_bath,경기도 광주시 퇴촌면 도수길 33 크레아빌 1층,031-766-8235
희망재가노인복지센터,visit_bath,경기도 광주시독고개길14-24 상가동204호 (초월읍),031-768-5866
하나재가복지센터,visit_bath,경기도 구리시 건원대로34번길 27 3층 323호,031-522-4494
새롬방문요양센터,visit_bath,경기도 구리시 건원대로76번길34 비11호,031-567-8899
아름드리재가노인복지센터,visit_bath,"경기도 구리시 검배로29번길53, 201호",031-554-7747
효드림방문요양센터,visit_bath,"경기도 구리시 검배로84번길 11-13, 1층",031-564-5482
서문재가복지센터,visit_bath,"경기도 구리시 경춘로242번길 21, 1층",031-555-2455
구리건강재가방문요양센터,visit_bath,"경기도 구리시 동구릉로 108-2, 201호",031-566-5678
효마중재가복지센터,visit_bath,"경기도 구리시 동구릉로 226, 2층 204호 (인창동)",031-557-0511
모두케어,visit_bath,경기도 구리시 동구릉로 427,031-572-8822
'(A)비지팅엔젤스구리방문요양지점,visit_bath,"경기도 구리시 동구릉로 82, 303호",031-558-8903
구리참사랑노인복지센터,visit_bath,경기도 구리시 딸기원로 24번길 5-8,031-564-6601
THE참좋은노인복지재가센터,visit_bath,"경기도 구리시 벌말로186,302호 (토평동,SM빌딩)",031-553-2009
더드림복지센터,visit_bath,"경기도 구리시 안골로 1, 3층 (교문동)",031-553-7780
휴엔락방문요양센터,visit_bath,"경기도 구리시 원수택로 12번길 21-4,1층",031-553-2341
다온복지센터,visit_bath,경기도 구리시 원수택로 32번길 93.101동 101호,031-565-0866
더조은재가복지센터,visit_bath,"경기도 군포시 고산로643번길 12, 2층 3호 (산본동, 신안모란아파트상가)",031-394-3334
반석재가복지센터,visit_bath,"경기도 군포시 광정로 119-1, 2층 212호 (산본동, 솔거대림상가)",031-427-5260
군포사랑의손길노인복지센터,visit_bath,"경기도 군포시 군포로 444, 401호 (당동,서일빌딩 4층)",031-398-0123
지애재가복지센터,visit_bath,"경기도 군포시 군포로 545, 4층 (당동)",031-427-9544
(주)다정종합복지센터,visit_bath,"경기도 군포시 군포로 759, 4층 (산본동, 선한빌딩)",031-388-8957
은혜나눔재가센터,visit_bath,"경기도 군포시 금당로17번길 14 (당동, 광개토프라자 304-3호)",031-394-6662
동행재가복지센터,visit_bath,"경기도 군포시 금산로6번길 3, 3층 (금정동)",031-427-3311
공감방문요양센터,visit_bath,"경기도 군포시 금정로 37, 103호 (금정동)",031-427-7071
가족사랑재가센터2호점,visit_bath,"경기도 군포시 번영로 514 (금정동, 현대프라자604호)",031-393-8850
스마일시니어 활기찬재가방문요양센터,visit_bath,"경기도 군포시 산본로323번길 23, 7층 2호 (산본동, 가칭 705호)",031-340-6412
굿모닝재가복지센터,visit_bath,"경기도 군포시 산본천로199번길 65, 202호 (산본동)",031-393-7754
(주)효자노치원,visit_bath,"경기도 권선구 경수대로 379, 3층 (권선동)",031-217-1000
A+엔젤노인복지센터,visit_bath,경기도 권선구 경수대로277번길 14-13 (세류동),031-224-0660
"""더편한""방문요양센터",visit_bath,"경기도 권선구 경수대로302번길 32, 107호 (권선동)",031-546-2748
돌봄 잘하는재가복지센터,visit_bath,"경기도 권선구 고색로78번길 19, 1층 (고색동)",031-8067-6319
뉴라이프재가복지센터,visit_bath,"경기도 권선구 고현로5번길 25, 207호 (고색동, 거산아파트 상가)",031-292-4620
건강샘재가복지센터,visit_bath,"경기도 권선구 구운로64번길 41, 102호 (구운동)",031-294-2102
버드내재가노인복지센터,visit_bath,"경기도 권선구 권선로564번길 36, 2층 (세류동)",031-547-6241
시크릿방문요양,visit_bath,"경기도 권선구 금호로 258, B01호 (탑동)",050-4267-3330
믿음재가방문요양센터,visit_bath,"경기도 권선구 당진로14번길 57, 상가동 206호 (당수동)",031-362-5106
시선재가노인복지센터,visit_bath,"경기도 권선구 덕영대로 1086, 2층 (세류동)",070-7431-1316
오목천요양보호사교육원부설 재가방문요양센터,visit_bath,"경기도 권선구 삼천병마로1597번길 8, 2층 (오목천동)",031-298-4314
서광노인가정방문요양센터,visit_bath,경기도 권선구 상탑로 117 (서둔동),031-291-1550
수 데이케어센터,visit_bath,"경기도 권선구 서부로1596번길 10, 수여성병원 별관동 5층 (고색동)",031-293-5557
든든재가복지센터,visit_bath,"경기도 권선구 서부로1880번길 20, 상가동 203, 204호 (구운동, 아이엘오페라하우스)",031-293-5596
웰빙재가노인복지센터,visit_bath,"경기도 권선구 서수원로 607, 상가 301호 (금곡동)",031-296-5467
선한이웃복지센터,visit_bath,"경기도 권선구 세권로138번길 61, 2층 (세류동)",031-223-1880
해와밀방문요양센터,visit_bath,"경기도 권선구 세권로221번길 34, 1층 (권선동)",031-221-5808
수원봄봄방문요양센터,visit_bath,"경기도 권선구 여기산로 42, 상가동 지하층 (서둔동, 성일아파트)",031-292-3290
부모사랑방문요양센터1호점,visit_bath,경기도 권선구 탑동 840번지 2호 201호,031-278-9902
정성재가복지센터,visit_bath,"경기도 권선구 탑동로12번길 18, 4층 401호 (탑동)",031-8001-2588
한빛노인복지센터,visit_bath,"경기도 기흥구 강남서로18, 206호 (소망빌딩)",031-693-9545
채은 재가간호요양센터,visit_bath,경기도 기흥구 강남서로99 화니하우스 107호,031-282-9581
